#continuous	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100
conditions	EXP0	EXP1	EXP2	EXP3	EXP4	EXP5	EXP6	EXP7	EXP8	EXP9	EXP10	EXP11	EXP12	EXP13	EXP14	EXP15	EXP16	EXP17	EXP18	EXP19	EXP20	EXP21	EXP22	EXP23	EXP24	EXP25	EXP26	EXP27	EXP28	EXP29	EXP30	EXP31	EXP32	EXP33	EXP34	EXP35	EXP36	EXP37	EXP38	EXP39	EXP40	EXP41	EXP42	EXP43	EXP44	EXP45	EXP46	EXP47	EXP48	EXP49	EXP50	EXP51	EXP52	EXP53	EXP54	EXP55	EXP56	EXP57	EXP58	EXP59	EXP60	EXP61	EXP62	EXP63	EXP64	EXP65	EXP66	EXP67	EXP68	EXP69	EXP70	EXP71	EXP72	EXP73	EXP74	EXP75	EXP76	EXP77	EXP78	EXP79	EXP80	EXP81	EXP82	EXP83	EXP84	EXP85	EXP86	EXP87	EXP88	EXP89	EXP90	EXP91	EXP92	EXP93	EXP94	EXP95	EXP96	EXP97	EXP98	EXP99
G88	0.870450109	0.886873803	0.520342076	0.784850744	0.439981076	0.474985149	0.469779076	0.305918779	0.398178905	0.008787432	0	0.110650162	0.86637649	0.057229239	0.586077773	0.461980246	0.072824396	0.821186335	0.455073408	0.827602134	0.488775823	0.376682246	0.554044299	0.398023056	0.766362851	0.49449387	0.849132777	0.157704319	0.820285499	0.206424662	0.872306069	0.068406976	0.556112751	0.318153209	0.662482587	0.439837638	0.283352234	0.842683049	0.819140079	0.83968836	0.580046475	0.092023278	0.124992852	0.33865302	0.883884552	0.88521231	0.440110709	0.009481315	0.033921307	0.049545638	0.54433506	0.680833957	0.480012191	0.11998696	0.458614839	0.480806757	0.384380354	0.278004445	0.676714252	0.778023444	0.27184137	0.597778352	0.412340804	0.189697195	0.37928007	0.830205201	0.532556732	0.432679795	0.398431037	0.303289558	0.881887336	0.021733966	0.616087498	0.22605435	0.057277915	0.433013976	0	0.333729165	0.862949363	0.911354916	0.199013406	0.288128889	0.585724828	0.075578635	0.890539631	0.246757516	0.768221993	0.013874048	0.411941508	0.00743491	0.081999216	0.021133388	0.33996532	0.259111125	0.69988729	0.402946812	0.808518927	0.28289579	0.014388465	0.034396407
G89	0.927371615	0.79979604	0.577412188	0.859766473	0.457149218	0.440669275	0.34897146	0.434020309	0.432379394	0	0	0.070286267	0.870367512	0	0.623138107	0.45309305	0.049799733	0.813476491	0.365473887	0.823683713	0.392181648	0.45666253	0.502172499	0.414677059	0.855768477	0.54260485	0.835440424	0.230320757	0.838159348	0.082406014	0.689577737	0	0.531897998	0.339719646	0.612347457	0.398691985	0.269824356	0.797929341	0.824287949	0.836495545	0.611259913	0.087164749	0.091581288	0.426659971	0.87406679	0.809970958	0.483918934	0	0.051110922	0.113191633	0.576953333	0.687919979	0.453586318	0.143425375	0.404650943	0.429684868	0.467871282	0.299122966	0.743259223	0.784451884	0.427898801	0.660478488	0.44875621	0.198181451	0.329156562	0.724400451	0.543758869	0.398182299	0.249981244	0.391137129	0.836395225	0.022534879	0.53564888	0.119355885	0.040720702	0.573149847	0.037447211	0.596003307	0.944774359	0.843043668	0.273096334	0.861951341	0.610550904	0.073222593	0.854917856	0.375020879	0.853270987	0.825623396	0	0.058659405	0.781520479	0.537015588	0.005433653	0.30601413	0.667094023	0.447305008	0.880342128	0.475816456	0	0.041552088
G90	0.84721546	0.829852466	0.552415344	0.878377674	0.387563273	0.415931619	0.454474718	0.373719704	0.438000681	0.082263922	0.012967135	0.115153248	0.793004437	0	0.573115367	0.49466556	0.105698179	0.913551529	0.352786508	0.886057247	0.437571302	0.468465635	0.464205868	0.343975673	0.766994048	0.483681285	0.890782468	0.21716255	0.884201354	0.05265979	0.784413163	0.070749491	0.568758079	0.250683501	0.73505289	0.368426939	0.245847698	0.807911329	0.847289246	0.798021547	0.649542736	0.027961625	0.14511976	0.44751259	0.83503896	0.826993279	0.36236404	0	0.064083617	0.030838059	0.56483153	0.678564872	0.451966991	0.113693537	0.503810133	0.445504024	0.412500872	0.226891304	0.697432791	0.877211357	0.24520665	0.617107207	0.429776666	0.156474075	0.885408149	0.903154377	0.533313643	0.352863783	0.432405078	0.402002125	0.794785817	0.014011991	0.599657457	0.154118851	0.044358989	0.406030484	0	0.609986609	0.836474122	0.792714929	0.388864245	0.226106045	0.67210527	0.084755553	0.810247399	0.370650225	0.872664222	0.785170607	0.407237136	0	0.021229063	0.100454784	0.260520317	0.259223047	0.68839849	0.388060981	0.822738853	0.294373918	0.042638222	0.045349199
G91	0.870010927	0.823035618	0.593019083	0.86882509	0.404708675	0.443461381	0.387787136	0.406464899	0.416511027	0.002512059	0.054774722	0.111518328	0.870942962	0.048619612	0.651093304	0.536365741	0.063022187	0.779147543	0.437615293	0.947481811	0.420109212	0.453369563	0.45726658	0.372723124	0.812646333	0.497475068	0.850470525	0.100199918	0.838694155	0.082816515	0.756960919	0.041383123	0.573907703	0.249242399	0.696676501	0.411689415	0.407083277	0.908913614	0.793568361	0.851152006	0.600804132	0	0.090271293	0.367413782	0.842718865	0.851380902	0.418272167	0	0	0.077226937	0.482775652	0.644728757	0.483959412	0.124597842	0.407797302	0.435245865	0.400147587	0.318348944	0.735698141	0.82037038	0.202029385	0.648294379	0.457335604	0.179151589	0.352581213	0.917888987	0.535475665	0.383480184	0.385212322	0.403976815	0.868607551	0.028427735	0.570872487	0.168011408	0.085424183	0.4453259	0.028209661	0.665559239	0.847984618	0.864602815	0.24814731	0.881959794	0.623143716	0.046189853	0.848868912	0.397607813	0.825504573	0.85457197	0.402798538	0.070279616	0.014720697	0.042326805	0.338200912	0.317685143	0.69154758	0.544757322	0.879984644	0.235065768	0.060479149	0
G92	0.890966769	0.757976437	0.53512525	0.826297684	0.425460837	0.47007691	0.379424716	0.344773139	0.42737979	0	0.107685858	0.045391905	0.864892184	0	0.640367048	0.603766047	0.011642315	0.842289047	0.434856635	0.893432416	0.420197888	0.396164268	0.499003438	0.414797157	0.719676777	0.488791313	0.841297774	0.179626665	0.812522239	0.056623784	0.754741985	0	0.534481953	0.188687869	0.670689738	0.463315695	0.3112355	0.855112829	0.729109454	0.869569155	0.670107206	0.010717095	0.130006401	0.448494924	0.856388535	0.838841914	0.497449625	0.070038911	0	0.029415148	0.521621537	0.705586994	0.609679991	0.146081327	0.490956789	0.44462723	0.333780595	0.33685158	0.713383522	0.85117852	0.340889886	0.619169042	0.48254903	0.113315759	0.408639143	0.847294683	0.530731566	0.436225686	0.340233472	0.372357634	0.747404042	0.059075334	0.568272619	0.15032082	0.035649694	0.410785703	0.033641334	0.613531308	0.897337894	0.841561889	0.262820085	0.15408012	0.65682032	0.078082816	0.902790733	0.37011172	0.912326487	0.84597458	0.417629695	0	0.104974236	0.028764993	0.364109185	0.247441211	0.625133615	0.449897853	0.823850523	0.2495663	0	0.025652298
G93	0.85454298	0.805359479	0.540455115	0.816345423	0.468957326	0.448408798	0.426858095	0.32555257	0.443008437	0.145799381	0.009147697	0.134635887	0.828720107	0.012587696	0.527181683	0.475726695	0.033128119	0.832456715	0.339613413	0.81233432	0.542956496	0.456679237	0.518190595	0.361597642	0.795542109	0.403830793	0.854413185	0.233947412	0.814741224	0.138179623	0.690082268	0.01778859	0.559827917	0.251863718	0.612619158	0.479617636	0.256007686	0.862031958	0.880107549	0.836398817	0.617401686	0.061240125	0.079150878	0.417412265	0.857698983	0.828246407	0.430479104	0	0.00450531	0.026493937	0.44892113	0.623278341	0.589856423	0.122078522	0.435552242	0.403420373	0.421442244	0.227284101	0.825842932	0.854125232	0.29693476	0.5399413	0.445130648	0.081051811	0.327845131	0.905458253	0.541753861	0.500226643	0.53979698	0.444220612	0.871546112	0.066211488	0.636587158	0.145674693	0.040712126	0.494158556	0	0.670280127	0.841055236	0.86091584	0.255584589	0.206031281	0.617440358	0.050031987	0.847611453	0.339925389	0.782570335	0.869980089	0.424277056	0.067724342	0.127396968	0.039976478	0	0.213488644	0.556437749	0.487907515	0.812949859	0.200522783	0	0.034415878
G94	0.846477958	0.756130888	0.557511157	0.824921312	0.425335729	0.433482972	0.415153119	0.410688488	0.407706894	0	0	0.097238948	0.83884537	0.058269361	0.613321111	0.43999659	0.087934829	0.830916152	0.445800219	0.816113554	0.548732613	0.447069693	0.438394293	0.402659858	0.710488367	0.461679771	0.805178203	0.245092899	0.850135454	0.077920229	0.797222263	0	0.56308835	0.265892126	0.636673957	0.384759717	0.266475838	0.801473815	0.75650966	0.848632178	0.653953972	0.016080504	0.09798553	0.390610959	0.867018966	0.897491922	0.446889236	0.011169395	0	0.143764721	0.519679353	0.734186099	0.523027512	0.112191297	0.388195311	0.421752115	0.399505699	0.141470463	0.703854064	0.822651771	0.315757272	0.647319272	0.489286178	0.112961029	0.430808376	0.834397386	0.533429535	0.455630601	0.393647334	0.422071984	0.845032211	0.077481726	0.6727794	0.150600663	0.026084513	0.399466489	0.023681564	0.601299366	0.890713466	0.877695838	0.273613571	0.265522842	0.617113214	0.080264994	0.853936933	0.335961334	0.86587885	0.848235826	0.450009662	0	0.046899056	0.097313295	0.286148922	0	0.687599772	0.383393643	0.87888993	0.249398371	0.008006899	4.03E-04
G95	0.794640218	0.738141262	0.46050437	0.900822274	0.413494774	0.464593876	0.431211277	0.378516912	0.426829111	0.013621718	0.03141298	0.088335561	0.827418432	0.059443157	0.621719097	0.506828643	0.055593952	0.840215907	0.433415535	0.869224475	0.489849852	0.422596897	0.434893016	0.463598173	0.670698125	0.424335757	0.918060662	0.186080397	0.901905778	0.115271911	0.756609086	0.002695591	0.54116631	0.305057575	0.616423105	0.376305938	0.345670389	0.835256646	0.826556378	0.860673917	0.612869348	0.036272451	0.103582477	0.334724587	0.868731438	0.857956267	0.515007528	0.079661364	0.080523599	0.13098088	0.523557005	0.68239613	0.57010464	0.172283775	0.475635992	0.395811786	0.426431408	0.291204197	0.729616664	0.789020691	0.271062432	0.723899969	0.386135866	0.139359279	0.339399336	0.822983392	0.59926687	0.422009882	0.392721961	0.414994426	0.84609554	0.077513776	0.640557568	0.1306835	0.009545772	0.44109135	0.070410454	0.651439205	0.835043737	0.830640347	0.241390517	0.3324248	0.58049127	0.043435804	0.898872729	0.401906411	0.895241513	0.820457268	0.462705126	0	0.044083051	0.051106065	0.324894775	0.316501268	0.018613635	0.471490505	0.819151634	0.254258928	0.049463544	0
G96	0.925841973	0.773280765	0.607725044	0.860113667	0.437794108	0.486559997	0.42439544	0.45702896	0.444728583	0.032283802	0	0.082706876	0.891308167	0	0.587841662	0.524555713	0.155180653	0.809627612	0.372336632	0.790578015	0.542242481	0.370553273	0.46936582	0.354716572	0.681343086	0.450803302	0.783704302	0.127408622	0.831346928	0.145188663	0.78729962	0.051268472	0.558139107	0.268989513	0.64033671	0.424169447	0.367371203	0.862204619	0.803005105	0.882267526	0.614290222	0.021800586	0.015117401	0.395032523	0.848690839	0.863973576	0.510802523	0.016168463	0.003440634	0.067047141	0.53240922	0.745113424	0.508397822	0.145015976	0.37464534	0.405667787	0.398558563	0.250493604	0.686594114	0.874967754	0.412015617	0.719944439	0.436261375	0.135372137	0.414775137	0.858863498	0.560520432	0.390572352	0.331231724	0.364126949	0.809174251	0.103306926	0.640986431	0.20659282	0.096291732	0.407279755	0	0.627125728	0.776225128	0.785490803	0.24518084	0.313849722	0.648470675	0.095720342	0.854103688	0.350919724	0.826571999	0.90948492	0.460107332	0.139482044	0.128275071	0.112836197	0.306769753	0.25747864	0.692608467	0.001309494	0.862696207	0.23453649	0.01549381	0.059067307
G97	0.888991555	0.754541743	0.535417915	0.846709025	0.496484819	0.494592252	0.432880532	0.397870033	0.388556625	0	0	0.189015648	0.814810309	0.040018939	0.615111902	0.447321704	0.12787744	0.764291189	0.418063142	0.809778193	0.418550833	0.435714908	0.42169836	0.398401861	0.794513462	0.503613124	0.857557007	0.110824943	0.86527434	0.129765996	0.714927311	0.051265983	0.545282303	0.154031244	0.636772691	0.358943404	0.302739292	0.790729751	0.838379813	0.835232496	0.634633729	0	0.048260532	0.414894118	0.8361561	0.891310835	0.382071616	0	0.045110431	0.067211064	0.48988352	0.66320961	0.535841698	0.067938238	0.536427996	0.315913082	0.424347955	0.273931988	0.582722677	0.840087838	0.261513705	0.65725885	0.416351807	0.265329593	0	0.015235454	0.543105411	0.356081264	0.396878222	0.030019606	0.904040056	0.076077168	0.62136517	0.081978677	0.043303448	0.492618724	0.064201006	0.64065749	0.840030429	0.811993515	0.290954522	0.230870707	0.586504138	0.050876898	0.822783463	0.340522386	0.870607663	0.848061067	0.429086822	0.907465822	3.49E-04	0.108613918	0.363279567	0.324444636	0.600640565	0.481204274	0	0.27183513	0.005977971	0.021409461
G98	0.817994828	0.802711826	0.52573182	0.798349997	0.471171566	0.417022283	0.380763131	0.454363274	0.475765679	0	0.058227607	0.045292126	0.855793518	0	0.616041015	0.479615727	0.066090262	0.860895245	0.412327432	0.853429508	0.494217342	0.455495628	0.355228555	0.39432713	0.746847454	0.387884834	0.825762577	0.150862919	0.926602669	0.111650555	0.818115001	0.01467464	0.585440916	0.26952277	0.681863069	0.419275793	0.275850785	0.786056424	0.828668513	0.854165828	0.584807658	0	0.089763859	0.387031783	0.879751189	0.828717115	0.496854914	0.024645133	0	0.095847861	0.502504421	0.699304646	0.555593859	0.083322139	0.594085314	0.498842831	0.444580754	0.308705635	0.778612198	0.812588454	0.318603286	0.638169929	0.494881205	0.147587702	0.443470087	0.81707927	0.470194544	0.448670402	0.399103009	0.406924253	0.90785755	0.014628322	0.600770306	0.2155666	0.059559375	0.487542733	0.004436957	0.629325843	0.85331009	0.864769627	0.210428473	0.256106057	0.603625773	0	0.836806764	0.410093015	0.837998617	0.791108874	0.443241161	0.019246695	0.126969488	0.071287053	0.335466043	0.29085416	0.583312134	0.516148126	0.892393715	0	0.025439018	0
G99	0.826889551	0.667979857	0.470084354	0.849909111	0.401594953	0.49654149	0.374157957	0.413471891	0.425554078	0.056220561	0.01229973	0.096737745	0.87058683	0.0089945	0.597010907	0.486103422	0.14401627	0.749491644	0.407626825	0.873416569	0.446082487	0.44899956	0.449000841	0.465734062	0.800156675	0.40576391	0.851143154	0.177822535	0.89016357	0.129169308	0.731958546	0.129819188	0.553342961	0.266018849	0.615006894	0.3621786	0.252287355	0.815875677	0.811335418	0.810827933	0.646557635	0.065431491	0.026127275	0.433490074	0.983254189	0.88610453	0.447803562	0.043085319	0.075555888	0.140570835	0.588209949	0.727629442	0.546814201	0.14009417	0.4209402	0.476401248	0.524556027	0.30999895	0.720776476	0.775548365	0.280162007	0.567363851	0.546962084	0.164478658	0.394417102	0.843039554	0.522939342	0.393844644	0.379326451	0.352074366	0.864628997	0.063008514	0.558532509	0.22570252	0.129945016	0.413021092	0.017731462	0.687698145	0.875646662	0.84025135	0.297841101	0.263117772	0.609791492	0.088310204	0.903549981	0.401593469	0.803631929	0.869735967	0.488659149	0.054898317	0	0.117126485	0.361958942	0.285119491	0.706268174	0.413914191	0.823186066	0.215363617	0.122517912	0
G100	0.776423701	0.728496498	0.533525903	0.81518398	0.418782278	0.521842531	0.409103278	0.362265925	0.44370612	0.023762663	0.06804337	0.131691905	0.880182344	0.066441336	0.521599997	0.367002189	0.120249879	0.807656756	0.425592677	0.860005908	0.519473335	0.465739301	0.469312292	0.449042847	0.823337068	0.447427481	0.889862225	0.168261492	0.817627443	0.004784999	0.73959155	0.052872396	0.593653118	0.298472506	0.647621103	0.389296946	0.266818993	0.815075171	0.892970258	0.814552712	0.571416274	0.08203155	0.092023913	0.397362206	0.853424183	0.824726641	0.443698548	0	0	0.074910794	0.603154963	0.733787954	0.510310073	0.124891637	0.467836983	0.39369933	0.326277862	0.21123608	0.647741144	0.853776448	0.360840572	0.642242596	0.387140176	0.180070322	0.43851565	0.800438488	0.409291189	0.407576923	0.363107833	0.447237121	0.817263056	0.04286582	0.611462627	0.143567782	0.084108039	0.484712999	0.025595137	0.607087004	0.868590805	0.82736226	0.24388804	0.309646439	0.573999351	0.10346033	0.907556656	0.348219457	0.823645396	0.844541883	0.355829668	0.013011166	0.104026857	0.132130544	0.319315422	0.223822943	0.611951683	0.451962131	0.822104664	0.191979661	0.033178764	0.004541177
